comments,date_string,datetime,engagement_score,favorites,name,party,retweets,stream_id,text,tweet_url,twitter_username,unix_time
255,3:35 PM - 6 May 2019,2019-05-06 15:35:00,1485.8362350149803,13685,Joe Biden,Democrat,940,1125529422205816834,"Congratulations to the Duke and Duchess of Sussex, Prince Harry and Meghan Markle, on the birth of their baby boy! The truth is there’s no better job than being a parent. Jill and I wish you the best of luck on your next chapter.",https://twitter.com/JoeBiden/status/1125529422205816834,JoeBiden,1557182100
292,2:38 PM - 6 May 2019,2019-05-06 14:38:00,685.198575636299,2727,Joe Biden,Democrat,404,1125515077564502016,"On Saturday, Jill and I visited Columbia, South Carolina, to discuss how we’ll build an inclusive middle class where everyone — regardless of race, gender, sexual orientation, religion or disability — comes along. Thank you to everyone who joined us, we’ll be back soon!",https://twitter.com/JoeBiden/status/1125515077564502016,JoeBiden,1557178680
151,1:28 PM - 6 May 2019,2019-05-06 13:28:00,321.7055581613184,1045,Joe Biden,Democrat,211,1125497461785616386,"Nevada, we’re taking our campaign to Henderson tomorrow, May 7th! Head to https://www.mobilize.us/joebiden/event/91903/?force_banner=true&share_context=event-detail-page-modal&share_medium=copy_link … to RSVP and come join us.",https://twitter.com/JoeBiden/status/1125497461785616386,JoeBiden,1557174480
511,5:31 PM - 5 May 2019,2019-05-05 17:31:00,2371.3900674008028,14870,Joe Biden,Democrat,1755,1125196320816467969,"On this first day of Ramadan, Jill and I wish peace and happiness to Muslims around the world celebrating the holy month. Ramadan Kareem.",https://twitter.com/JoeBiden/status/1125196320816467969,JoeBiden,1557102682
521,4:17 PM - 5 May 2019,2019-05-05 16:17:00,1040.3287348362626,3626,Joe Biden,Democrat,596,1125177603780825089,"Our country may seem more divided than ever, but I know our best days are still ahead. It’s time we lift our heads up and remember who we are. If you’re ready to get to work, join our campaign today.",https://twitter.com/JoeBiden/status/1125177603780825089,JoeBiden,1557098220
571,12:04 PM - 5 May 2019,2019-05-05 12:04:00,1377.7595247088009,5129,Joe Biden,Democrat,893,1125113934619406337,"We’re in the battle for the soul of this nation, but I’ve never been more optimistic about our future. If we work together, I know we can get this country back on track. Join our campaign:",https://twitter.com/JoeBiden/status/1125113934619406337,JoeBiden,1557083040
142,10:46 AM - 5 May 2019,2019-05-05 10:46:00,391.12409419663743,1377,Joe Biden,Democrat,306,1125094498927878144,America is an idea that has grown stronger through the unique contributions of Latinos. @latinovictoryus works tirelessly to empower the community — congrats on 5 years.,https://twitter.com/JoeBiden/status/1125094498927878144,JoeBiden,1557078406
168,9:54 AM - 5 May 2019,2019-05-05 09:54:00,319.61255191009326,948,Joe Biden,Democrat,205,1125081222420533249,We’re kicking off this campaign on May 18th—and we need #TeamJoe’s help. Sign up to host a house party to tune in with your friends and family: https://www.mobilize.us/joebiden/event/create/ …,https://twitter.com/JoeBiden/status/1125081222420533249,JoeBiden,1557075241
2905,4:14 PM - 4 May 2019,2019-05-04 16:14:00,3719.835704242336,12078,Joe Biden,Democrat,1467,1124814461536223234,"Thank you for the warm welcome, Columbia! It’s always great to be back in South Carolina.",https://twitter.com/JoeBiden/status/1124814461536223234,JoeBiden,1557011640
224,2:46 PM - 4 May 2019,2019-05-04 14:46:00,1251.6838337845393,8228,Joe Biden,Democrat,1064,1124792315623747585,"I’ve seen the selfless heroism of firefighters firsthand — they run toward danger and risk their lives every single day for strangers. On International Firefighters' Day, I extend my deepest gratitude to all the men and women who keep our communities safe.",https://twitter.com/JoeBiden/status/1124792315623747585,JoeBiden,1557006360
416,11:45 AM - 4 May 2019,2019-05-04 11:45:00,918.2013630105964,3259,Joe Biden,Democrat,571,1124746765494710272,"Tough, resilient, and always full of hope — that’s the America I know and that’s the America we must restore. It’s time to dig deep, take action, and fight for the soul of this nation. Join our campaign and let’s get to work.",https://twitter.com/JoeBiden/status/1124746765494710272,JoeBiden,1556995500
560,1:32 PM - 3 May 2019,2019-05-03 13:32:00,800.362752155397,2378,Joe Biden,Democrat,385,1124411305333592064,"Since we launched our campaign last week, we’ve seen Americans in every corner of the country step up and say they’re in. Will you join us? Head to http://JoeBiden.com/join  and be part of our team.",https://twitter.com/JoeBiden/status/1124411305333592064,JoeBiden,1556915520
533,7:03 AM - 3 May 2019,2019-05-03 07:03:00,2191.1471305138325,8831,Joe Biden,Democrat,2235,1124313410487955456,"Last year, Floridians voted to restore voting rights to those who served their time for felonies. But today, Florida's Senate votes on a bill that would instead create a modern-day poll tax, suppressing the vote of tens of thousands of Americans. This is unacceptable.",https://twitter.com/JoeBiden/status/1124313410487955456,JoeBiden,1556892180
312,5:05 PM - 2 May 2019,2019-05-02 17:05:00,1831.894734390078,10726,Joe Biden,Democrat,1837,1124102681163960321,"On Holocaust Remembrance Day, let us pause and reflect on the millions of Jews who lost their lives at the hands of the Nazi regime.

The events of the last few months remind us that it’s not enough to just say never again—we must speak up and act against hate.",https://twitter.com/JoeBiden/status/1124102681163960321,JoeBiden,1556841938
629,10:01 AM - 2 May 2019,2019-05-02 10:01:00,1470.2083799187203,5307,Joe Biden,Democrat,952,1123995821962420225,"This country wasn’t built by Wall Street bankers and CEOs and Hedge Fund Managers. It was built by you — the great American middle class. I’m thankful for all the support this week from union membership and their families, including the IAFF.",https://twitter.com/JoeBiden/status/1123995821962420225,JoeBiden,1556816461
331,8:33 AM - 2 May 2019,2019-05-02 08:33:00,1291.5328556510185,5582,Joe Biden,Democrat,1166,1123973670982971392,"Today, the House votes on #HR9, the #ClimateActionNow Act, which restores our commitment to the #ParisAgreement. We need to face facts on climate change. It’s already here. It is a major threat to our future and we simply cannot wait to take action.",https://twitter.com/JoeBiden/status/1123973670982971392,JoeBiden,1556811180
350,4:21 PM - 1 May 2019,2019-05-01 16:21:00,1402.731571664394,8685,Joe Biden,Democrat,908,1123729112374435841,Happy 48th Birthday to @Amtrak and the incredible men and women whose tireless work every day keeps the trains running and our country moving.,https://twitter.com/JoeBiden/status/1123729112374435841,JoeBiden,1556752872
476,10:52 AM - 1 May 2019,2019-05-01 10:52:00,2200.943599631548,12334,Joe Biden,Democrat,1816,1123646451593170946,I’m the proud husband of a teacher and know first-hand the impact of their work. Teachers around the country and in South Carolina deserve to earn a living wage and have smaller class sizes so that America can continue to out-educate and lead the world. #AllOutMay1,https://twitter.com/JoeBiden/status/1123646451593170946,JoeBiden,1556733165
2394,3:25 PM - 30 Apr 2019,2019-04-30 15:25:00,4831.849215403882,13240,Joe Biden,Democrat,3559,1123352740363681792,"The violence in Venezuela today against peaceful protesters is criminal. Maduro's regime is responsible for incredible suffering. The U.S. must stand with the National Assembly & Guaidó in their efforts to restore democracy through legitimate, internationally monitored elections.",https://twitter.com/JoeBiden/status/1123352740363681792,JoeBiden,1556663138
611,3:20 PM - 30 Apr 2019,2019-04-30 15:20:00,1368.0125683885121,6117,Joe Biden,Democrat,685,1123351320008650752,It's no secret that I love ice cream. I enjoyed stopping by The Cone Shoppe in Monticello for some chocolate/vanilla twist soft serve and the chance to talk with some Iowans after our first campaign stop.,https://twitter.com/JoeBiden/status/1123351320008650752,JoeBiden,1556662800
343,2:55 PM - 30 Apr 2019,2019-04-30 14:55:00,1195.8013718736356,5633,Joe Biden,Democrat,885,1123345065169047554,"It was great to see many of our first responders and union leaders in Cedar Rapids today. This country was built by hard working Americans like you, and I look forward to being back soon!",https://twitter.com/JoeBiden/status/1123345065169047554,JoeBiden,1556661308
613,8:31 AM - 30 Apr 2019,2019-04-30 08:31:00,3193.418079231844,16133,Joe Biden,Democrat,3293,1123248557132271616,"Today, The House will hold it's first hearing on the Equal Rights Amendment in 36 years. It's way past time to give all people protection under the Constitution--human rights should never be caught up in the whims of whichever political party is in power. We need the #ERANow.",https://twitter.com/JoeBiden/status/1123248557132271616,JoeBiden,1556638299
3934,3:00 AM - 30 Apr 2019,2019-04-30 03:00:00,9768.923127433436,34580,Joe Biden,Democrat,6853,1123165096832831488,Serving as @BarackObama's Vice President was a privilege and an honor. We share the belief that America is a place where ordinary people do extraordinary things and anything is possible.,https://twitter.com/JoeBiden/status/1123165096832831488,JoeBiden,1556618401
311,2:35 PM - 29 Apr 2019,2019-04-29 14:35:00,682.7425986176112,2502,Joe Biden,Democrat,409,1122977748497178624,"Folks, we’re just getting started! I’ll be heading to Iowa next. Visit http://JoeBiden.com/events  for event details and to RSVP. Hope to see you soon!",https://twitter.com/JoeBiden/status/1122977748497178624,JoeBiden,1556573733
188,2:35 PM - 29 Apr 2019,2019-04-29 14:35:00,672.6020592930493,3155,Joe Biden,Democrat,513,1122977747779903497,"We must turbocharge our efforts to address climate change that threatens communities across the country. Through clean, renewable energy and cleaner, safer, faster transportation, America will not only help the environment but provide millions of good-paying middle-class jobs.",https://twitter.com/JoeBiden/status/1122977747779903497,JoeBiden,1556573733
106,2:35 PM - 29 Apr 2019,2019-04-29 14:35:00,299.62067613572214,1308,Joe Biden,Democrat,194,1122977747045953542,"Whether you’re covered through your employer, on your own, or not at all - you should have a choice to buy into a public option health plan like Medicare.",https://twitter.com/JoeBiden/status/1122977747045953542,JoeBiden,1556573733
117,2:35 PM - 29 Apr 2019,2019-04-29 14:35:00,319.63457635329655,1235,Joe Biden,Democrat,226,1122977746391638016,"The Affordable Care Act was a huge step forward for this country. Now we have to finish the job and make health care a right, not a privilege, and give everyone the peace of mind they deserve.",https://twitter.com/JoeBiden/status/1122977746391638016,JoeBiden,1556573733
39,2:35 PM - 29 Apr 2019,2019-04-29 14:35:00,145.81292107954334,668,Joe Biden,Democrat,119,1122977745699577857,"By making post-secondary education and training affordable to and making sure the economy works not only for folks with a four-year degree but also for those who complete on-the-job training and trade programs, too.",https://twitter.com/JoeBiden/status/1122977745699577857,JoeBiden,1556573733
33,2:35 PM - 29 Apr 2019,2019-04-29 14:35:00,120.70728141812488,561,Joe Biden,Democrat,95,1122977745049477126,"Twelve years of education is not enough. In order to rebuild a strong middle class, we must provide skills needed to do the jobs of the 21st Century.",https://twitter.com/JoeBiden/status/1122977745049477126,JoeBiden,1556573732
46,2:35 PM - 29 Apr 2019,2019-04-29 14:35:00,211.24222162459566,872,Joe Biden,Democrat,235,1122977744218939392,"We need to get rid of the capital gains loophole for multimillionaires. I’m going to change it so millionaires and billionaires don’t pay lower tax rates than teachers and firefighters. We need to reward work in this country, not just wealth.",https://twitter.com/JoeBiden/status/1122977744218939392,JoeBiden,1556573732
58,2:35 PM - 29 Apr 2019,2019-04-29 14:35:00,153.79587279936564,560,Joe Biden,Democrat,112,1122977743321300993,"Companies continue to squeeze every last penny out of workers, making it harder and harder for Americans to make ends meet. It’s way past time we make a $15 minimum wage the law of the land.",https://twitter.com/JoeBiden/status/1122977743321300993,JoeBiden,1556573732
61,2:35 PM - 29 Apr 2019,2019-04-29 14:35:00,168.27929732011017,620,Joe Biden,Democrat,126,1122977742549659649,This country wasn’t built by Wall Street bankers and CEOs and hedge fund managers. It was built by you. The great American middle class. That’s the story of America and together we can rebuild the backbone of this nation.,https://twitter.com/JoeBiden/status/1122977742549659649,JoeBiden,1556573732
814,2:35 PM - 29 Apr 2019,2019-04-29 14:35:00,3061.968506404646,14395,Joe Biden,Democrat,2450,1122977741710688257,"As I shared in Pittsburgh today, there are three reasons I’m running for President - to restore the soul of our nation, rebuild its backbone - the middle class, and unify all Americans. If you stand with me, join our campaign:",https://twitter.com/JoeBiden/status/1122977741710688257,JoeBiden,1556573732
7253,9:14 AM - 29 Apr 2019,2019-04-29 09:14:00,24692.324318365067,103172,Joe Biden,Democrat,20119,1122896956676812800,"I'm sick of this President badmouthing unions. Labor built the middle class in this country. Minimum wage, overtime pay, the 40-hour week: they exist for all of us because unions fought for those rights. We need a President who honors them and their work.",https://twitter.com/JoeBiden/status/1122896956676812800,JoeBiden,1556554471
833,7:58 AM - 29 Apr 2019,2019-04-29 07:58:00,4641.727309922777,25998,Joe Biden,Democrat,4618,1122877945280962566,"I couldn't be more proud to have the International Association of Fire Fighters on my team. Unions built the middle class in this country—and as President, I'll fight to strengthen them and grow the backbone of this country.",https://twitter.com/JoeBiden/status/1122877945280962566,JoeBiden,1556549938
631,4:57 PM - 28 Apr 2019,2019-04-28 16:57:00,1576.827457634048,5796,Joe Biden,Democrat,1072,1122651175688515584,"I've said it before and I'll say it again. To speak to the middle class, we need to reject the super PAC system. That's exactly what this campaign is doing. https://www.huffpost.com/entry/joe-biden-rejects-help-from-new-super-pac_n_5cc47617e4b08e4e3482b2b1?49 …",https://twitter.com/JoeBiden/status/1122651175688515584,JoeBiden,1556495872
431,4:02 PM - 28 Apr 2019,2019-04-28 16:02:00,1207.3969677772352,4232,Joe Biden,Democrat,965,1122637114259075072,Join me in Pittsburgh tomorrow for a discussion on my plan to build a middle class where everyone comes along. RSVP to let me know you’ll be there:,https://twitter.com/JoeBiden/status/1122637114259075072,JoeBiden,1556492520
480,2:34 PM - 28 Apr 2019,2019-04-28 14:34:00,1382.2106973777786,5295,Joe Biden,Democrat,1039,1122615020456677376,"Iowa, I'm headed to town this week! Let me know you'll join us by RSVPing at https://www.joebiden.com/events ",https://twitter.com/JoeBiden/status/1122615020456677376,JoeBiden,1556487252
141,11:11 AM - 28 Apr 2019,2019-04-28 11:11:00,1145.9134826820987,9684,Joe Biden,Democrat,1102,1122563948367306759,"Dick Lugar was among the most decent men I have ever known. Kind, loyal, dedicated beyond measure to the service of the American people. Dick Lugar was my dear friend. 

Jill and I send our condolences to his wife Charlene and the entire Lugar family.",https://twitter.com/JoeBiden/status/1122563948367306759,JoeBiden,1556475076
256,8:02 AM - 28 Apr 2019,2019-04-28 08:02:00,1352.082251686307,9954,Joe Biden,Democrat,970,1122516318429646849,"Wishing everyone in the Orthodox Christian community a peaceful and joyful Easter celebration with friends, family and loved ones. God Bless.",https://twitter.com/JoeBiden/status/1122516318429646849,JoeBiden,1556463720
1179,5:19 PM - 27 Apr 2019,2019-04-27 17:19:00,6909.248663843615,42240,Joe Biden,Democrat,6623,1122294254645207043,"Jill and I are devastated to hear about today’s shooting at the Chabad Poway synagogue. No one should have to worship in fear.

As a country, we must speak out against bigotry and gun violence. We’re in the battle for the soul of this nation—and it’s on all of us to act.",https://twitter.com/JoeBiden/status/1122294254645207043,JoeBiden,1556410776
974,8:00 AM - 27 Apr 2019,2019-04-27 08:00:00,2962.4410520106035,14153,Joe Biden,Democrat,1886,1122153428627656705,I have a message for #TeamJoe: Thank you!,https://twitter.com/JoeBiden/status/1122153428627656705,JoeBiden,1556377200
1561,4:12 PM - 26 Apr 2019,2019-04-26 16:12:00,4098.463256676473,18209,Joe Biden,Democrat,2422,1121915023444590601,I had the privilege to thank one of our grassroots donors. It's because of supporters like Josh we're able to make this campaign a reality and bring this country together.,https://twitter.com/JoeBiden/status/1121915023444590601,JoeBiden,1556320360
1027,12:25 PM - 26 Apr 2019,2019-04-26 12:25:00,2193.187832991397,9896,Joe Biden,Democrat,1038,1121857770632962048,"Thank you to the women of @TheView for the conversation today. It’s always a pleasure to sit down with you at the table. #TheView 

Credit: ABC/Lorenzo Bevilaqua",https://twitter.com/JoeBiden/status/1121857770632962048,JoeBiden,1556306710
812,7:22 AM - 26 Apr 2019,2019-04-26 07:22:00,1774.313830765091,7898,Joe Biden,Democrat,871,1121781611119431681,Looking forward to joining the women of @TheView today for my first live interview since announcing my 2020 campaign for President. Tune in 11e|10c|p on @ABCNetwork. #TheView,https://twitter.com/JoeBiden/status/1121781611119431681,JoeBiden,1556288552
1067,3:40 PM - 25 Apr 2019,2019-04-25 15:40:00,1552.9940742732113,4209,Joe Biden,Democrat,834,1121544466580549633,UPDATE: We’re about to close the books on an AMAZING first day of our campaign. It’s not too late to be a part of it. Chip in before midnight to be a Day One donor. http://www.joebiden.com/donate  #Joe2020,https://twitter.com/JoeBiden/status/1121544466580549633,JoeBiden,1556232012
1135,1:45 PM - 25 Apr 2019,2019-04-25 13:45:00,3414.517571638928,13579,Joe Biden,Democrat,2583,1121515473915478025,"Our campaign is off to a great start thanks to thousands of Americans who have made donations. If you haven’t had the chance just yet, I hope you will join us too! Head to http://www.joebiden.com/donate  to make a donation today. #Joe2020",https://twitter.com/JoeBiden/status/1121515473915478025,JoeBiden,1556225100
1867,10:00 AM - 25 Apr 2019,2019-04-25 10:00:00,5432.553407601152,21053,Joe Biden,Democrat,4079,1121458852875075586,"Folks, earlier today I announced that I’m running for President of the United States. The strength of this movement depends on you. Head over to http://www.joebiden.com/donate  to make a donation today. #Joe2020",https://twitter.com/JoeBiden/status/1121458852875075586,JoeBiden,1556211600
1488,7:51 AM - 25 Apr 2019,2019-04-25 07:51:00,4490.029724920315,16162,Joe Biden,Democrat,3764,1121426527491690496,"Our country is being put to the test, but I’ve never been more optimistic about America. Together we can do this. Make a Day One donation to join us. https://www.joebiden.com/donate  #Joe2020",https://twitter.com/JoeBiden/status/1121426527491690496,JoeBiden,1556203893
1076,3:39 AM - 25 Apr 2019,2019-04-25 03:39:00,3054.8207144490416,9496,Joe Biden,Democrat,2790,1121363091651010560,"Hoy estoy anunciando mi candidatura para presidente de los Estados Unidos. Somos los Estados Unidos de America - y juntos no hay nada que no podamos hacer. Únete a nuestra campaña: http://www.joebiden.com 
#Joe2020",https://twitter.com/JoeBiden/status/1121363091651010560,JoeBiden,1556188769
19838,3:00 AM - 25 Apr 2019,2019-04-25 03:00:00,39304.11617028948,100574,Joe Biden,Democrat,30432,1121353260231688192,The core values of this nation… our standing in the world… our very democracy...everything that has made America -- America --is at stake. That’s why today I’m announcing my candidacy for President of the United States. #Joe2020,https://twitter.com/JoeBiden/status/1121353260231688192,JoeBiden,1556186425
165,6:39 AM - 7 May 2019,2019-05-07 06:39:00,231.63687371703264,575,Cory Booker,Democrat,131,1125756949159608320,The gun industry should be held accountable for its role in the gun violence epidemic. We need to end legal immunity and help survivors seek justice. https://coryb.kr/2V32Ncq ,https://twitter.com/CoryBooker/status/1125756949159608320,CoryBooker,1557236346
265,7:07 PM - 6 May 2019,2019-05-06 19:07:00,248.6325337825088,464,Cory Booker,Democrat,125,1125582942066155520,One hundred Americans are killed with guns every day. Gun violence is shattering our communities—but we don't have to live that reality. Text ENOUGH to 40203 to learn more about my plan to end the epidemic and how you can take action.,https://twitter.com/CoryBooker/status/1125582942066155520,CoryBooker,1557194860
237,5:40 PM - 6 May 2019,2019-05-06 17:40:00,592.1404851339574,1982,Cory Booker,Democrat,442,1125561010990067714,"As we were filming in my neighborhood, three men were injured in a shooting a block away. When I say my fight to end gun violence is personal, this is why. 
https://coryb.kr/2V32Ncq ",https://twitter.com/CoryBooker/status/1125561010990067714,CoryBooker,1557189631
1084,3:26 PM - 6 May 2019,2019-05-06 15:26:00,3732.829062934539,18462,Cory Booker,Democrat,2599,1125527203343736833,"Rick (again) welcome to the Senate. 

May we do better at what our nation needs more of:

More grace & less gratuitous jabs. 
More debating ideas & less demeaning people. 
More kindness & more kindness. 

I'm far from perfect in this. But I'll do better. Let's talk n person soon.",https://twitter.com/CoryBooker/status/1125527203343736833,CoryBooker,1557181571
119,1:25 PM - 6 May 2019,2019-05-06 13:25:00,266.7081447633213,1217,Cory Booker,Democrat,131,1125496749974593544,"During this special month, I want to wish a blessed Ramadan to our Muslim family across the world. May you find spiritual fulfillment and renewal as you celebrate this holy time. Ramadan Kareem!",https://twitter.com/CoryBooker/status/1125496749974593544,CoryBooker,1557174310
292,11:51 AM - 6 May 2019,2019-05-06 11:51:00,314.28359573542394,776,Cory Booker,Democrat,137,1125473162462990336,"Starting on Day One in office, I’ll take executive action to crack down on gun manufacturers & dealers, close dangerous loopholes, & invest in communities impacted by the epidemic of gun violence. We need to take real measures to protect our country & support survivors.",https://twitter.com/CoryBooker/status/1125473162462990336,CoryBooker,1557168686
83,9:45 AM - 6 May 2019,2019-05-06 09:45:00,181.67086187695273,602,Cory Booker,Democrat,120,1125441560802410496,In many states the same commonsense rule that forbids an abusive spouse or ex-spouse to buy a gun does not apply to current or ex-dating partners. That doesn't make sense. My plan to end gun violence would close the “Boyfriend Loophole” once and for all. https://coryb.kr/2V32Ncq ,https://twitter.com/CoryBooker/status/1125441560802410496,CoryBooker,1557161152
615,7:04 AM - 6 May 2019,2019-05-06 07:04:00,779.1937675316698,2019,Cory Booker,Democrat,381,1125400977257967617,We have to keep guns out of the wrong hands. https://coryb.kr/2V32Ncq ,https://twitter.com/CoryBooker/status/1125400977257967617,CoryBooker,1557151476
1689,4:09 AM - 6 May 2019,2019-05-06 04:09:00,2771.401656960178,7475,Cory Booker,Democrat,1686,1125356919747641344,"We need an aggressive approach to end the epidemic of gun violence in our country. My new plan would:

Keep guns out of the wrong hands
Hold gun manufacturers accountable
Bring the fight to the NRA",https://twitter.com/CoryBooker/status/1125356919747641344,CoryBooker,1557140972
74,5:22 PM - 5 May 2019,2019-05-05 17:22:00,97.14810690033956,210,Cory Booker,Democrat,59,1125194040197120000,We're live! Tune in now for a conversation on environmental justice.,https://twitter.com/CoryBooker/status/1125194040197120000,CoryBooker,1557102138
111,4:05 PM - 5 May 2019,2019-05-05 16:05:00,122.21343539524663,253,Cory Booker,Democrat,65,1125174631260917760,"Tonight at 8pm ET, I’ll be hosting a Facebook Live town hall to discuss environmental issues threatening our communities. We won’t have justice until everyone has access to clean water and air. Hope you can join us: https://www.facebook.com/corybooker/videos/1409397605867782 …",https://twitter.com/CoryBooker/status/1125174631260917760,CoryBooker,1557097511
159,9:26 AM - 5 May 2019,2019-05-05 09:26:00,158.02760827175467,340,Cory Booker,Democrat,73,1125074303140102144,Thanks to the thousands of new supporters who donated to my campaign this week! We qualified for the first debate—but now the DNC wants to raise the donor threshold for future debates. Can you help us hit our next 70k donor milestone by chipping in $1?,https://twitter.com/CoryBooker/status/1125074303140102144,CoryBooker,1557073591
104,12:19 PM - 4 May 2019,2019-05-04 12:19:00,385.4990234498115,2727,Cory Booker,Democrat,202,1124755490020438026,"May the Fourth be with you, Jake.",https://twitter.com/CoryBooker/status/1124755490020438026,CoryBooker,1556997580
26,11:54 AM - 4 May 2019,2019-05-04 11:54:00,100.28386013846857,431,Cory Booker,Democrat,90,1124749277362884608,"My family knew Tyrone well, his kindness was infectious. He was a mentor, a leader, and a champion for his community. This is a huge loss for Nevada, my thoughts are with his family and friends at this time.",https://twitter.com/CoryBooker/status/1124749277362884608,CoryBooker,1556996099
107,9:04 AM - 4 May 2019,2019-05-04 09:04:00,251.05694384817252,948,Cory Booker,Democrat,156,1124706349651197953,A note to her competition: Stop tweeting and start competing.,https://twitter.com/CoryBooker/status/1124706349651197953,CoryBooker,1556985864
57,6:08 PM - 3 May 2019,2019-05-03 18:08:00,270.2794226602415,1957,Cory Booker,Democrat,177,1124480927051198464,"Molly, I can’t thank you enough for being the donor that got us to our 65K milestone. I appreciate your support (and Ruud’s amazing dinosaur jacket).",https://twitter.com/CoryBooker/status/1124480927051198464,CoryBooker,1556932119
1509,2:42 PM - 3 May 2019,2019-05-03 14:42:00,6464.374552990781,24224,Cory Booker,Democrat,7390,1124428966595633153,Profiting from your own cruel policies. This is disgusting.,https://twitter.com/CoryBooker/status/1124428966595633153,CoryBooker,1556919731
336,11:17 AM - 3 May 2019,2019-05-03 11:17:00,1129.4435143367255,5185,Cory Booker,Democrat,827,1124377490049441792,"To every donor, supporter, those who spread the word—THANK YOU! Together, we hit our 65,000 donor threshold last night, which means my spot on the debate stage is secured! Thanks to everyone who made this happen, I'm so grateful to have you in my corner. http://corybooker.com/sixtyfive ",https://twitter.com/CoryBooker/status/1124377490049441792,CoryBooker,1556907458
38,9:20 AM - 3 May 2019,2019-05-03 09:20:00,46.253172414481945,93,Cory Booker,Democrat,28,1124348135613116416,Tune in! ,https://twitter.com/CoryBooker/status/1124348135613116416,CoryBooker,1556900459
181,7:52 AM - 3 May 2019,2019-05-03 07:52:00,538.7580259102978,2062,Cory Booker,Democrat,419,1124325879633592323,"Cash bail doesn't work, it never has & it's time to end it.",https://twitter.com/CoryBooker/status/1124325879633592323,CoryBooker,1556895153
218,6:10 PM - 2 May 2019,2019-05-02 18:10:00,825.4895724135007,4258,Cory Booker,Democrat,606,1124119059577147392,Honoring the six million Jews murdered in the Holocaust must include a vow to fight anti-Semitism whenever and wherever it shows up. Hate will not deter us from working to create a world where this never happens again. We will never forget. #HolocaustRemembranceDay #YomHaShoah,https://twitter.com/CoryBooker/status/1124119059577147392,CoryBooker,1556845843
195,3:15 PM - 2 May 2019,2019-05-02 15:15:00,652.2478584223036,3815,Cory Booker,Democrat,373,1124074864955072512,I tried to tell you all!,https://twitter.com/CoryBooker/status/1124074864955072512,CoryBooker,1556835306
64,2:19 PM - 2 May 2019,2019-05-02 14:19:00,133.8199110448481,506,Cory Booker,Democrat,74,1124060759061946368,"Madalyn, thank you for chipping in to our campaign! Rumor has it we're getting closer to our threshold of 65,000 donors to reach the debate stage...http://corybooker.com/sixtyfive ",https://twitter.com/CoryBooker/status/1124060759061946368,CoryBooker,1556831943
15,1:35 PM - 2 May 2019,2019-05-02 13:35:00,54.05549849743697,234,Cory Booker,Democrat,45,1124049870430646276,"Today I want to shout out my friend @AmolSinha, Exec. Director of @ACLUNJ & a South Asian American leader who champions justice by advocating for all—fighting for our rights with compassion & kindness. I’m proud to have Amol as a leader in my home state—NJ is better for it.",https://twitter.com/CoryBooker/status/1124049870430646276,CoryBooker,1556829347
12,1:32 PM - 2 May 2019,2019-05-02 13:32:00,39.09640842375101,166,Cory Booker,Democrat,30,1124048963013881856,"In honor of #APAHM this year, we're highlighting individuals who are using their work to advocate for API communities while encouraging visibility and representation.",https://twitter.com/CoryBooker/status/1124048963013881856,CoryBooker,1556829131
691,5:30 AM - 2 May 2019,2019-05-02 05:30:00,1517.4747128406134,3911,Cory Booker,Democrat,1293,1123927636483411968,"We’re less than 2,000 donors away from hitting the 65,000 donor threshold needed to qualify for the debates. I know we can do this today. Who’s in? http://corybooker.com/sixtyfive ",https://twitter.com/CoryBooker/status/1123927636483411968,CoryBooker,1556800204
498,6:11 PM - 1 May 2019,2019-05-01 18:11:00,1537.5800120697927,3952,Cory Booker,Democrat,1847,1123756751306809347,The third report in five months of an undocumented minor dying in U.S. custody. We can't be the country that continues to let this happen. Our immigration detention system needs a radical overhaul before more kids die.,https://twitter.com/CoryBooker/status/1123756751306809347,CoryBooker,1556759462
42,4:58 PM - 1 May 2019,2019-05-01 16:58:00,125.02062592971429,541,Cory Booker,Democrat,86,1123738619901087744,"Today marks the start of Asian Pacific American Heritage Month. As we celebrate the history & achievements of API communities in the coming weeks, we must also remember to do so throughout the year—inclusion isn't a monthly exercise. It requires consistency & purpose. #APAHM",https://twitter.com/CoryBooker/status/1123738619901087744,CoryBooker,1556755139
30,3:37 PM - 1 May 2019,2019-05-01 15:37:00,94.94659972111492,277,Cory Booker,Democrat,103,1123718194588475392,"Flooding along the Mississippi has devastated communities and leveled homes and levees. As people begin to rebuild, know that this team will be right there beside you. If you're hoping to help, the Red Cross is providing support to those who need it http://rdcrss.org/2LcXtDl ",https://twitter.com/CoryBooker/status/1123718194588475392,CoryBooker,1556750269
1435,12:23 PM - 1 May 2019,2019-05-01 12:23:00,3901.153123844834,12380,Cory Booker,Democrat,3342,1123669201133158401,Attorney General Barr answers to the American people—not to President Trump—and over the past 24 hours it’s become clear that he lied to us and mishandled the Mueller Report. He needs to step down. Add your name if you agree: https://coryb.kr/2vyZ63U ,https://twitter.com/CoryBooker/status/1123669201133158401,CoryBooker,1556738588
215,9:16 AM - 1 May 2019,2019-05-01 09:16:00,505.8158234443122,1710,Cory Booker,Democrat,352,1123622147832918018,"Teachers often have to work two jobs to make ends meet. Classrooms are too big, resources slim. As they march in South Carolina, let’s renew our call for education investment; teachers should be able to do their jobs without the burden of inadequate support & debt. #AllOutMay1",https://twitter.com/CoryBooker/status/1123622147832918018,CoryBooker,1556727370
